SNname,HostName,PSN,type,redshifts,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Redshift,orphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,Reference,ReferenceLinks,ethod,other_SNe,ra,dec,gallat,gallong,Avschaflly,morphology,reference,Distance_best,Distance_err_best,ethod_best,Refer_best,Hubble_dm,Hubble_dm_err,Best_dm,Best_dm_err,Best_dm_method,UV2_DatPoints,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,PNLF_dm,PNLF_dm_err,PNLF_dm_ref,TF_dm,TF_dm_err,TF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_ref,Other_dm,Other_dm_err,Other_dm_ref,test
SN2019hcc,,,SL-I,,,,,'21:00:20.936,-21:20:36.06,0.185,0.0185,S_F_2011,,,,,,,,,,,'2019-06-06 22:29:16.000,'2019-05-16 04:24:57,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2019gte,,,TDE,,,,,,,,,,,,,,,,,,,,'2019-05-31 06:04:01.000,'2019-05-14 06:03:42,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2019gbx,CG -02-33-17,, Ia,,,,11425,'12:50:02.804,-14:46:00.23,0.14,0.014,S_F_2011,12h50m04.691s,-14d44m00.56s,302.439131,48.137016,0.013059,(R)SA(r)0+ pec?,3915,2,4340,35,'2019-05-29 08:02:24.000,'2019-05-28 08:38:24,GI18,,,,,,,,,,,,,,,,33.67699635,0.431060527,HF,,33.67699635,0.431060527,,,,,,,,,,,,,,,,,,,,,,,test
SN2019gaf,,, IIb,,,,,'20:36:55.248,+02:48:24.48,0.275,0.0275,S_F_2011,,,,,,,,,,,'2019-05-27 13:06:14.000,'2019-05-25 13:29:16,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2019fxy,,,,,,,11420,,,,,,,,,,,,,,,,'2019-05-24 07:14:52.000,'2019-05-22 07:45:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2019enr,NGC 2919,, II,,,,11386,'09:34:47.720,+10:17:12.81,0.078,0.0078,S_F_2011,9h34m47.5314s,10d17m01.4796s,223.174407,40.847225,0.008112,SAB(r)b:,2432,8,2755,27,'2019-05-04 07:49:26.000,'2019-05-02 07:59:31,GI18,,,,,,,,,,,,,,,,32.64315537,0.538429422,HF,,32.64315537,0.538429422,,,,,,,,,,,,,,,,,,,,,,,test
SN2019ein,NGC 5353,, Ia,,,,11340,'13:53:29.134,+40:16:31.40,0.034,0.0034,S_F_2011,13h53m26.688s,40d16m58.8s,82.6106829,71.6336254,0.007755,S0             AGN,2325,3,2895,25,'2019-05-01 11:22:33.000,'2019-04-27 12:17:16,,,,,,,,,,,,,,,,,32.5454523,0.552808628,HF,,32.5454523,0.552808628,,,,,,,,,,,,,,,,,,,,,,,test
SN2019ehk,100,, Ib,,,,11337,'12:22:56.130,+15:49:33.60,0.07,0.007,S_F_2011,12h22m54.9319s,15d49m20.2943s,271.13643,76.898288,0.00524,SAB(s)bc;LINER HII,1571,1,1026,37,'2019-04-29 22:27:50.000,'2019-04-24 22:45:07,done,,,,,,,,,,,,,,,,31.69421844,0.725088309,HF,,31.69421844,0.725088309,,,,,,,,,,,,,,,,,,,,,,,test
AT2019eez,,,,,,,11335,16:22.2,-21:21:35.82,,,,6h16m22.093s,-21d22m21.8s,228.6848904,-17.0079434,0.009143,SAB(rs)bc pec,2741,15,2774,24,'2019-04-27 23:45:36.000,'2019-04-25 23:45:36,done,,,,,,,,,,,,,,,,32.9028827,0.504393847,HF,,32.9028827,0.504393847,,,,,,,,,,,,,,,,,,,,,,,test
SN2019edo,NGC 4162,, II,,,,11334,'12:11:51.566,+24:08:11.67,0.095,0.0095,S_F_2011,12h11m52.4891s,24d07m24.96s,229.362578,80.593108,0.008569,(R)SA(rs)bc    AGN,2569,6,3098,29,'2019-04-27 07:26:24.000,'2019-04-26 08:23:59,,,,,,,,,,,,,,,,,32.76215804,0.521747332,HF,,32.76215804,0.521747332,,,,,,,,,,,,,,,,,,,,,,,test
SN2019hge,,,SL-I,,,,,'22:24:21.205,+24:47:17.11,0.178,0.0178,S_F_2011,,,,,,,,,,,'2019-05-31 11:11:30.000,'2019-05-04 11:55:21,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2019esa,ESO 35-G18,, IIn,,,,,'07:55:00.889,-76:24:43.11,0.491,0.0491,S_F_2011,7h55m04.182s,-76d24m45.19s,288.755783,-22.700303,0.005891,SA(s)c: sp,1766,5,1623,18,'2019-05-06 03:41:45.000,'2019-05-04 01:54:09,,,,,,,,,,,,,,,,,31.94829101,0.664382674,HF,,31.94829101,0.664382674,,,,,,,,,,,,,,,,,,,,,,,test
SN2019enz,,,SLSN-I,0.22,,,,'13:57:06.098,+27:59:38.71,0.037,0.0037,S_F_2011,,,,,,,,,,,'2019-05-04 10:46:33.000,'2019-05-02 11:02:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2019enr,NGC 2919,, II,,,,11386,'09:34:47.720,+10:17:12.81,0.078,0.0078,S_F_2011,9h34m47.5314s,10d17m01.4796s,223.174407,40.847225,0.008112,SAB(r)b:,2432,8,2755,27,'2019-05-04 07:49:26.000,'2019-05-02 07:59:31,GI18,,,,,,,,,,,,,,,,32.64315537,0.538429422,HF,,32.64315537,0.538429422,,,,,,,,,,,,,,,,,,,,,,,test
SN2019ein,NGC 5353,, Ia,,,,,'13:53:29.134,+40:16:31.40,0.034,0.0034,S_F_2011,13h53m26.688s,40d16m58.8s,82.6106829,71.6336254,0.007755,S0 AGN,2325,3,2895,25,'2019-05-01 11:22:33.000,'2019-04-27 12:17:16,GI18,,,,,,,,,,,,,,,,32.5454523,0.552808628,HF,,32.5454523,0.552808628,,,,,,,,,,,,,,,,,,,,,,,test
SN2019ehk_dup,100,,Ib,0.0043,,,,'12:22:56.130,+15:49:33.60,0.07,0.007,S_F_2011,12h22m54.9319s,15d49m20.2943s,271.13643,76.898288,0.00524,SAB(s)bc;LINER HII,1571,1,1026,37,'2019-04-29 22:27:50.000,'2019-04-24 22:45:07,done,,,,,,,,,,,,,,,,31.69421844,0.725088309,HF,,31.69421844,0.725088309,,,,,,,,,,,,,,,,,,,,,,,test
SN2019eez_dup,,,,,,,,,,,,,6h16m22.093s,-21d22m21.8s,228.6848904,-17.0079434,0.009143,SAB(rs)bc pec,2741,15,2774,24,'2019-04-27 23:45:36.000,'2019-04-25 23:45:36,,,,,,,,,,,,,,,,,32.9028827,0.504393847,HF,,32.9028827,0.504393847,,,,,,,,,,,,,,,,,,,,,,,test
SN2019edo_dup,NGC 4162,, II,,,,,'12:11:51.566,+24:08:11.67,0.095,0.0095,S_F_2011,12h11m52.4891s,24d07m24.96s,229.362578,80.593108,0.008569,(R)SA(rs)bc    AGN,2569,6,3098,29,'2019-04-27 07:26:24.000,'2019-04-26 08:23:59,,,,,,,,,,,,,,,,,32.76215804,0.521747332,HF,,32.76215804,0.521747332,,,,,,,,,,,,,,,,,,,,,,,test
SN2019cqc,,,SLSN-I,0.118,,,,'18:21:43.041,+30:59:33.43,0.314,0.0314,S_F_2011,,,,,,,,,,,'2019-03-25 12:10:17.000,,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
AT2019clr,,,,,,,,,,,,,13h05m48.7471s,37d36m13.0158s,107.700969,79.094455,0.001071,SA(s)m,321,1,344,4,'2019-03-28 11:19:34.000,'2019-03-04 08:34:35,done,,,,,,,,,,,,,,,,28.24586268,3.134594177,HF,,28.24586268,3.134594177,,,,,,,,,,,,,,,,,,,,,,,test
SN2019cca,,,SLSN-I,0.4,,,,'12:02:51.400,-16:39:47.66,0.144,0.0144,S_F_2011,,,,,,,,,,,'2019-03-15 06:20:35.000,'2019-01-29 11:20:58,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2019cad,UGC 4798,, Ic,,,,,'09:08:42.971,+44:48:46.04,0.046,0.0046,S_F_2011,9h08m42.619s,44d48m38.3328s,175.725823,42.635655,0.026762,SAcd,8023,11,8261,16,'2019-03-17 05:42:43.000,'2019-03-14 04:50:11,GI18,,,,,,,,,,,,,,,,35.23502148,0.368979415,HF,,35.23502148,0.368979415,,,,,,,,,,,,,,,,,,,,,,,test
#AT2019azh,,,TDE,,,,,,,,,,8h13m16.9516s,22d38m53.9003s,200.185075,27.562258,0.022346,S0,6699,32,6890,35,'2019-02-22 00:28:48.000,'2019-02-14 23:16:48,,,,,,,,,,,,,,,,,34.84338741,0.378704439,HF,,34.84338741,0.378704439,,,,,,,,,,,,,,,,,,,,,,,test
SN2019ata,,, Ia,,,,,'10:14:10.792,-35:09:39.02,0.292,0.0292,S_F_2011,,,,,,,,,,,'2019-02-09 11:57:07.000,'2019-02-05 12:34:33,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2019arb,UGC 7367,, Ia,,,,,'12:19:31.228,+49:48:50.97,0.044,0.0044,S_F_2011,12h19m32.088s,49d48m56.21s,135.90771,66.501122,0.013696,S0/a,4106,40,4583,44,'2019-02-08 11:07:40.000,'2019-01-11 12:26:03,GI18,,,,,,,,,,,,,,,,33.78043224,0.426908102,HF,,33.78043224,0.426908102,,,,,,,,,,,,,,,,,,,,,,,test
SN2019ahd,,,LBV,,,,,,,,,,,,,,,,,,,,'2019-01-29 12:27:21.000,'2019-01-27 12:50:24,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2019abn,,,ILRT,,,,,,,,,,,,,,,,,,,,'2019-01-22 13:19:43.000,'2019-01-19 13:19:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2019yv,,,Galaxy,,,,,,,,,,,,,,,,,,,,'2019-01-23 10:26:32.000,'2019-01-11 10:30:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2019yz,UGC 9977,, Ic,,,,,'15:41:57.305,+00:42:39.41,0.306,0.0306,S_F_2011,15h41m59.553s,0d42m47.63s,7.3438754,41.325374,0.006388,Sc,1915,3,2346,22,'2019-01-20 12:23:02.000,'2019-01-10 13:09:07,GI18,,,,,,,,,,,,,,,,32.12418141,0.627144621,HF,,32.12418141,0.627144621,,,,,,,,,,,,,,,,,,,,,,,test
SN2019rz,UGC 3554,, IIn,,,,,'06:50:25.756,+43:03:11.94,0.304,0.0304,S_F_2011,6h50m25.8061s,43d03m11.7181s,173.121076,17.964779,0.018853,SBb?,5652,8,5738,10,'2019-01-14 09:50:24.000,'2019-01-10 10:48:00,GI18,,,,,,,,,,,,,,,,34.47434828,0.38976539,HF,,34.47434828,0.38976539,,,,,,,,,,,,,,,,,,,,,,,test
SN2019rn,NGC 877,, IIb,,,,,'02:17:59.605,+14:32:00.41,0.303,0.0303,S_F_2011,2h17m59.6455s,14d32m38.2051s,152.320503,-43.333812,0.013052,SAB(rs)bc      LIRG,3913,3,3781,15,'2019-01-12 07:14:52.000,'2019-01-10 07:42:14,GI18,,,,,,,,,,,,,,,,33.67588676,0.431147376,HF,,33.67588676,0.431147376,,,,,,,,,,,,,,,,,,,,,,,test
SN2018oh,UGC 4780,, Ia,,,,,'09:06:39.592,+19:20:17.47,0.119,0.0119,S_F_2011,9h06m39.54s,19d20m10.5036s,208.897577,38.185368,0.010981,SABdm,3292,4,3607,22,'2018-02-04 11:45:36.000,'2018-01-27 07:12:00,,,,,,,,,,,,,,,,,33.30063665,0.461383131,HF,,33.30063665,0.461383131,,,,7,,,,,,,,,,,,,,,,,,,
SN2019np,NGC 3254,, Ia,,,,,'10:29:21.960,+29:30:38.40,0.054,0.0054,S_F_2011,10h29m19.922s,29d29m29.18s,200.109111,58.753509,0.00452,SA(s)bc        Sy2,1355,1,1794,27,'2019-01-09 15:57:35.000,,GI18,,,,,,,,,,,,,,,,31.37303399,0.815617423,HF,,31.37303399,0.815617423,,,,,,,,,,,,,,,,,,,,,,,test
SN2019kf,2FGC 08107,, Ia,,,,,'10:27:17.431,+26:31:59.11,0.069,0.0069,S_F_2011,10h27m17.216s,26d32m00.77s,205.603863,57.948057,0.021042,,6308,31,6726,39,'2019-01-08 10:54:01.000,'2019-01-03 12:33:50,GI18,,,,,,,,,,,,,,,,34.71279594,0.382489804,HF,,34.71279594,0.382489804,,,,,,,,,,,,,,,,,,,,,,,test
SN2019bm,UGC 6929,,,,,,,'11:57:16.349,+36:24:58.71,0.06,0.006,S_F_2011,11h57m19.702s,36d24m56.45s,170.583972,75.244678,0.021101,Scd:,6326,30,6822,38,'2019-01-02 14:16:48.000,'2018-12-31 15:07:12,GI18,,,,,,,,,,,,,,,,34.71898346,0.382248738,HF,,34.71898346,0.382248738,,,,,,,,,,,,,,,,,,,,,,,test
SN2019bl,,,,,,,,,,,,,,,,,,,,,,,'2019-01-02 11:03:50.000,'2018-12-31 11:44:09,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018lei,NGC 986,, Ic,,,,,'02:33:34.333,-39:02:42.41,0.051,0.0051,S_F_2011,2h33m34.349s,-39d02m42.21s,248.691107,-65.635471,0.006585,(R'_1)SB(rs)b  HII,1974,6,1920,13,'2018-12-31 03:36:00.000,'2018-12-26 20:09:36,GI18,,,,,,,,,,,,,,,,32.19007326,0.614347801,HF,,32.19007326,0.614347801,,,,,,,,,,,,,,,,,,,,,,,test
SN2018kzr,,, Ic,,,,,'08:28:53.460,+01:06:38.71,0.11,0.011,S_F_2011,,,,,,,,,,,'2018-12-28 10:07:40.000,'2018-12-23 12:57:36,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018kpo,CG -01-10-19,, II,,,,,'03:40:43.054,-06:25:24.14,0.15,0.015,S_F_2011,3h40m42.9845s,-6d24m54.558s,193.532446,-44.820231,0.017505,SAB(r)cd,5248,4,5101,8,'2018-12-24 08:55:40.000,'2018-12-23 09:51:50,GI18,,,,,,,,,,,,,,,,34.31330665,0.396089173,HF,,34.31330665,0.396089173,,,,,,,,,,,,,,,,,,,,,,,test
SN2018jov,,, Ia,,,,,'08:00:07.140,+58:42:34.95,0.151,0.0151,S_F_2011,,,,,,,,,,,'2018-12-08 13:59:31.000,'2018-12-06 14:36:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
DLT18ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
DLT18aq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018aad,GALEXASC J035801.64-653024.6,, II-pec,,,,,'03:58:01.498,-65:30:24.50,0.143,0.0143,S_F_2011,3h58m01.7148s,-65d30m24.7752s,279.026741,-41.931622,,,,,,,'2018-03-05 01:55:12.000,'2018-03-04 01:55:12,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018jky,NGC 1329,, Ia,,,,,'03:26:02.117,-17:33:46.95,0.119,0.0119,S_F_2011,3h26m02.5866s,-17d35m29.2682s,206.181417,-53.163906,0.01458,SA(rs)0/a,4371,33,4260,34,'2018-12-05 03:36:00.000,'2018-12-03 04:04:48,GI18,,,,,,,,,,,,,,,,33.91624155,0.417527012,HF,,33.91624155,0.417527012,,,,,,,,,,,,,,,,,,,,,,,
SN2018jag,CG +02-03-30,,Ia-91bg-like,,,,,'01:03:48.310,+10:35:32.50,0.095,0.0095,S_F_2011,1h03m50.306s,10d35m24.63s,127.903434,-52.161804,0.03983,E,11941,219,11694,220,'2018-11-25 10:35:32.000,,GI18,,,,,,,,,,,,,,,,36.09854101,0.368762197,HF,,36.09854101,0.368762197,,,,,,,,,,,,,,,,,,,,,,,test
SN2018ivc,77,, II,,,,,'02:42:41.290,-00:00:31.71,0.089,0.0089,S_F_2011,2h42m40.771s,-0d00m47.84s,172.1037384,-51.9337526,0.003793,(R)SA(rs)b;Sy1 Sy2,1137,3,1109,7,'2018-11-24 01:47:09.000,'2018-11-19 02:39:18,GI18,,,,,,,,,,,,,,,,30.99213984,0.94565888,HF,,30.99213984,0.94565888,,,,,,,,,,,,,,,,,,,,,,,test
SN2018isq,NGC 1184,, Ia,,,,,'03:16:50.600,+80:47:04.50,0.659,0.0659,S_F_2011,3h16m44.895s,80d47m35.7s,128.706261,19.596435,0.007812,S0/a,2342,19,2587,25,'2018-11-20 07:02:57.000,'2018-11-13 07:31:21,GI18,,,,,,,,,,,,,,,,32.56127197,0.551838093,HF,,32.56127197,0.551838093,,,,0,,,,,,,,,,,,,,,,,,,test
SN2018ilu,,,Ia,,,,,'23:33:20.980,+04:48:34.66,0.172,0.0172,S_F_2011,,,,,,,,,,,'2018-11-12 08:48:28.000,'2018-11-10 09:25:55,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018imf,NGC 4639,,II,,,,,'12:42:41.390,+13:15:55.00,0.069,0.0069,S_F_2011,12h42m52.3781s,13d15m26.7129s,294.2952017,75.9852925,0.003395,SAB(rs)bc      Sy1.8,1018,5,1018,9,'2018-11-14 20:46:50.000,,GI18,,,,,,,,,,,,,,,,30.75207641,1.042168677,HF,,30.75207641,1.042168677,,,,,,,,,,,,,,,,,,,,,,,test
SN2018ibb,,,SLSNI,0.1586,ZTF18acenqto,,,'04:38:56.960,-20:39:44.01,0.087,0.0087,S_F_2011,,,,,,,,,,,'2018-09-10 13:52:19.000,'2018-09-08 14:29:45,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-18ze,,,,,ASASSN-18ze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018jov,,, Ia,,,,,'08:00:07.140,+58:42:34.95,0.151,0.0151,S_F_2011,,,,,,,,,,,'2018-12-08 13:59:31.000,'2018-12-06 14:36:57,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-18aar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018jky,NGC 1329,, Ia,,,,,'03:26:02.117,-17:33:46.95,0.119,0.0119,S_F_2011,3h26m02.5866s,-17d35m29.2682s,206.181417,-53.163906,0.01458,SA(rs)0/a,4371,33,4260,34,'2018-12-05 03:36:00.000,'2018-12-03 04:04:48,GI18,,,,,,,,,,,,,,,,33.91624155,0.417527012,HF,,33.91624155,0.417527012,,,,,,,,,,,,,,,,,,,,,,,test
SN2018hmx,CGCG 263-047,, II,,,,,'08:33:39.340,+55:35:53.10,0.132,0.0132,S_F_2011,8h33m37.6531s,55d35m32.2404s,162.220126,36.376592,0.037282,,11177,31,11321,32,'2018-10-17 15:30:14.000,'2018-06-23 06:46:04,GI18,,,,,,,,,,,,,,,,35.95496377,0.35883195,HF,,35.95496377,0.35883195,,,,,,,,,,,,,,,,,,,,,,,test
SN2018hxf,,,,,,,,,,,,,,,,,,,,,,,,,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2018fyk,,,TDE,,,,,,,,,,22h50m15.86s,-44d51m54s,348.641032,-60.036017,,,,,,,'2018-09-08 05:31:12.000,'2018-08-29 05:16:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SNinPGC2086067,,,,,,2,10967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018hpu,LCRS B031632.6-414727,, Ia,,,,,'03:18:21.225,-41:36:34.85,0.039,0.0039,S_F_2011,3h18m21.2151s,-41d36m34.7757s,248.330726,-56.732971,,,,,,,'2018-10-19 03:42:12.000,'2018-10-18 04:34:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018htr,,,LBV,,,,,,,,,,0h14m03.989s,-23d10m55.53s,55.903272,-80.671901,0.001558,SA(s)dm,467,0,491,6,'2018-11-03 23:43:48.000,'2018-11-01 00:55:38,GI18,,,,,,,,,,,,,,,,29.05992192,2.16929649,HF,,29.05992192,2.16929649,,,,,,,,,,,,,,,,,,,,,,,test
SN2018hti,,,SLSN-I,0.06,,,,'03:40:53.750,+11:46:37.29,1.258,0.1258,S_F_2011,,,,,,,,,,,'2018-11-02 12:25:55.000,'2018-11-01 13:04:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018hmx,CGCG 263-047,, II,,,,,'08:33:39.340,+55:35:53.10,0.132,0.0132,S_F_2011,8h33m37.6531s,55d35m32.2404s,162.220126,36.376592,0.037282,,11177,31,11321,32,'2018-10-17 15:30:14.000,'2018-06-23 06:46:04,GI18,,,,,,,,,,,,,,,,35.95496377,0.35883195,HF,,35.95496377,0.35883195,,,,,,,,,,,,,,,,,,,,,,,
SN2018hso,,,IIn,,ZTF18acbwfza,,,,,,,,,,,,,,,,,,'2018-10-31 12:51:50.000,'2018-10-31 11:41:16,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018bgv,,,SL-I,,,,,'11:02:30.290,+55:35:55.79,0.022,0.0022,S_F_2011,,,,,,,,,,,'2018-05-06 17:19:40.000,'2018-04-12 11:29:45,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018ivc,77,, II,,,,,'02:42:41.290,-00:00:31.71,0.089,0.0089,S_F_2011,2h42m40.771s,-0d00m47.84s,172.1037384,-51.9337526,0.003793,(R)SA(rs)b;Sy1 Sy2,1137,3,1109,7,'2018-11-24 01:47:09.000,'2018-11-19 02:39:18,,,,,,,,,,,,,,,,,30.99213984,0.94565888,HF,,30.99213984,0.94565888,,,,,,,,,,,,,,,,,,,,,,,
SN2018ilu,,,Ia,,,,,'23:33:20.980,+04:48:34.66,0.172,0.0172,S_F_2011,,,,,,,,,,,'2018-11-12 08:48:28.000,'2018-11-10 09:25:55,GI18,,,faint_host,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018hrg,,,Nova,,,,,,,,,,1h09m27.1s,35d43m05s,127.034869,-27.010025,-0.00016,SA(s)0-:       LINER,,,,,'2018-10-31 08:54:27.000,'2018-10-27 09:15:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018hpu,LCRS B031632.6-414727,, Ia,,,,,'03:18:21.225,-41:36:34.85,0.039,0.0039,S_F_2011,3h18m21.2151s,-41d36m34.7757s,248.330726,-56.732971,,,,,,,'2018-10-19 03:42:12.000,'2018-10-18 04:34:04,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018hna,UGC 7534,,II-87A,,,,,'12:26:12.050,+58:18:51.10,0.03,0.003,S_F_2011,12h26m07.8672s,58d19m01.9344s,129.288356,58.492475,0.002408,IBm,722,1,1115,17,'2018-10-22 19:33:07.000,,,,,,,,,,,,,,,,,,30.00602351,1.42791853,HF,,30.00602351,1.42791853,,,,8,,,,,,,,,,,,,,,,,,,test
SN2018hkx,2ASX J04005460-6640336,, Ia,,,,,'04:00:53.810,-66:40:30.61,0.109,0.0109,S_F_2011,4h00m54.6039s,-66d40m33.611s,280.191641,-41.100071,0.027861,,8353,0,8485,30,'2018-10-16 08:38:24.000,'2018-10-06 07:26:24,GI18,,,,,,,,,,,,,,,,35.32254992,0.367281287,HF,,35.32254992,0.367281287,,,,,,,,,,,,,,,,,,,,,,,test
SN2018gwo,NGC 4128,, Ib-Ca-rich,,,,,'12:08:38.910,+68:46:44.99,0.057,0.0057,S_F_2011,12h08m32.358s,68d46m03.47s,128.698696,47.877531,0.007759,SA0: sp,2326,27,2745,32,'2018-09-28 02:41:31.000,'2018-09-27 02:44:12,GI18,,,,,,,,,,,,,,,,32.54638607,0.55566655,HF,,32.54638607,0.55566655,,,,,,,,,,,,,,,,,,,,,,,test
SN2018gro,NGC 7228,,Ia-91bg-like,,,,,'22:11:49.200,+38:42:01.50,0.328,0.0328,S_F_2011,22h11m48.5946s,38d41m56.9874s,91.814606,-14.341934,0.021858,(R')SB(s)a,6553,10,6615,25,'2018-09-20 06:17:28.000,'2018-08-15 05:36:36,GI18,,,,,,,,,,,,,,,,34.79553836,0.379353158,HF,,34.79553836,0.379353158,,,,,,,,,,,,,,,,,,,,,,,test
SN2018gn,KUG 0143+322,, II,,,,,'01:46:42.385,+32:30:27.18,0.109,0.0109,S_F_2011,1h46m42.4467s,32d30m29.3203s,136.236469,-28.931769,0.037503,Compact,11243,0,11021,25,'2018-01-14 02:38:24.000,'2018-01-08 03:50:24,,,,,x,,,,,,,,,,,,35.96774857,0.358433185,HF,,35.96774857,0.358433185,,,,,,,,,,,,,,,,,,,,,,,
SN2018gep,,, Ic-BL,,,,,'16:43:48.220,+41:02:43.37,0.029,0.0029,S_F_2011,16h43m48.221s,41d02m43.3932s,,,,,,,,,'2018-09-09 03:55:17.000,'2018-09-09 03:22:45,,,,,58370,Pritchard_etal_2020,https://ui.adsabs.harvard.edu/abs/2020arXiv200804321P/abstract,using rise time of 6 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2018get,UGC 3912,, II,,,,,'07:34:09.070,+04:32:57.91,0.143,0.0143,S_F_2011,7h34m12.636s,4d32m47.19s,213.73879,11.581597,0.004086,IBm:,1225,5,1332,17,'2018-09-10 14:39:50.000,'2018-05-05 02:24:00,GI18,,,,,,,,,,,,,,,,31.15401796,0.887338024,HF,,31.15401796,0.887338024,,,,,,,,,,,,,,,,,,,,,,,test
SN2018fvz,,,,,,,,,,,,,,,,,,,,,,,'2018-09-04 14:25:26.000,'2018-09-02 15:23:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018fes,,,,,,,,,,,,,,,,,,,,,,,'2018-08-17 10:59:31.000,'2018-08-15 11:54:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018feb,CGCG 139-041,, Ia,,,,,'17:10:11.160,+21:38:56.53,0.163,0.0163,S_F_2011,17h10m11.07s,21d38m58.4016s,42.864297,31.460725,0.014757,Sc,4424,18,4982,28,'2018-08-16 03:56:09.000,'2018-08-13 04:26:24,GI18,,,,,,,,,,,,,,,,33.94241311,0.414814557,HF,,33.94241311,0.414814557,,,,,,,,,,,,,,,,,,,,,,,test
SN2018feq,ESO 244-G7,,Ia-91T-like,,,,,'01:15:18.739,-44:55:11.16,0.028,0.0028,S_F_2011,1h15m18.798s,-44d55m10.69s,289.457069,-71.578607,0.031505,N;Sbrst        HII,9445,45,9395,48,'2018-08-17 05:31:12.000,'2018-08-14 08:52:48,GI18,,,,,,,,,,,,,,,,35.58934733,0.363786365,HF,,35.58934733,0.363786365,,,,,,,,,,,,,,,,,,,,,,,test
