SNname,HostName,PSN,type,redshifts,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Redshift,orphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,Reference,ReferenceLinks,ethod,other_SNe,ra,dec,gallat,gallong,Avschaflly,morphology,reference,Distance_best,Distance_err_best,ethod_best,Refer_best,Hubble_dm,Hubble_dm_err,Best_dm,Best_dm_err,Best_dm_method,UV2_DatPoints,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,PNLF_dm,PNLF_dm_err,PNLF_dm_ref,TF_dm,TF_dm_err,TF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_ref,Other_dm,Other_dm_err,Other_dm_ref,test
SN2018evk,,, II,,,,,'23:15:44.960,+06:54:39.70,0.295,0.0295,S_F_2011,,,,,,,,,,,'2018-08-08 14:06:43.000,'2018-08-06 14:42:43,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018evt,CG -01-35-11,,Ia-91T-CS,,,,,'13:46:39.210,-09:38:35.75,0.153,0.0153,S_F_2011,13h46m39.7735s,-9d38m45.6761s,324.817011,50.864026,0.024971,Sc,7486,13,8159,50,'2018-08-11 00:06:52.000,'2018-08-08 00:22:37,GI18,,,,,,,,,,,,,,,,35.08458663,0.372133039,HF,,35.08458663,0.372133039,,,,,,,,,,,,,,,,,,,,,,,test
SN2018cuf,IC 5092,,II,,,,,'21:16:11.570,-64:28:57.27,0.085,0.0085,S_F_2011,21h16m14.5037s,-64d27m52.589s,329.787702,-39.645108,0.010835,(R')SB(rs)c,3248,7,3408,23,'2018-06-23 15:53:16.000,'2018-06-22 05:51:21,done,,,,,,,,,,,,,,,,33.27141762,0.464188084,HF,,33.27141762,0.464188084,,,,,,,,,,,,,,,,,,,,,,,test
SN2018add,,,,,ASASSN-18ro,,,,,,,,,,,,,,,,,,'2018-03-09 02:45:36.000,'2018-02-01 04:56:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018hfm,,,,,ASASSN-18xl,,,,,,,,,,,,,,,,,,,,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018dfy,UGC 11801,, IIP,,,,,'21:43:32.910,+43:32:58.20,1.25,0.1,"Brown_walker_2020,S_F_2011",21h43m33.494s,43d33m00.7s,90.651749,-7.238137,0.013519,S,4053,15,4217,25,'2018-07-10 11:35:47.000,'2018-07-07 11:49:55,GI18,,,,,,,,,,,,,,,,33.75222054,0.426358764,HF,,33.75222054,0.426358764,,,,,,,,,,,,,,,,,,,,,,,test
SN2018dfg,NGC 5468,, II,,,,,'14:06:34.700,-05:27:02.90,0.066,0.0066,S_F_2011,14h06m34.8906s,-5d27m10.7188s,334.867326,52.696028,0.00948,SAB(rs)cd,2842,4,3220,26,'2018-07-10 10:24:54.000,'2018-05-05 10:20:00,GI18,,,,,,,,,,,,,,,,32.98145789,0.494390222,HF,,32.98145789,0.494390222,,,,,,,,,,,,,,,,,,,,,,,test
SN2018cow,CGCG 137-068,, Ic-BL,,,,,'16:16:00.220,+22:16:04.83,0.237,0.0237,S_F_2011,16h16m00.5801s,22d16m08.2992s,38.678978,43.591596,0.014145,,4241,39,4842,46,'2018-06-16 10:35:02.000,'2018-06-12 11:45:36,,,,,58283.5,,,,,,,,,,,,33.85067888,0.422227374,HF,,33.85067888,0.422227374,,,,32,,,,,,,,,,,,,,,,,,,test
SN2018bvt,,,,,,,,,,,,,12h22m39.66s,6d39m59.8212s,,,,,,,,,'2018-05-21 04:06:53.000,'2018-05-11 07:25:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018bgv,,,SL-I,,,,,'11:02:30.290,+55:35:55.79,0.022,0.0022,S_F_2011,,,,,,,,,,,'2018-05-06 17:19:40.000,'2018-04-12 11:29:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018bsz,2ASX J16093905-3203443,,SLSN,,,,,'16:09:39.100,-32:03:45.73,0.647,0.0647,S_F_2011,16h09m39.056s,-32d03m44.33s,344.66016,14.315092,0.026665,E,7994,45,8643,64,'2018-05-17 00:00:00.000,'2018-05-13 00:00:00,,,,,,,,,,,,,,,,,35.22715824,0.370140431,HF,,35.22715824,0.370140431,,,,19,,,,,,,,,,,,,,,,,,,test
SN2018bsk,,,,,,,,,,,,,12h28m50.7439s,-1d56m21.0632s,291.435784,60.427306,0.008029,(R)SB(r)0/a,2407,10,2752,30,'2018-05-16 05:08:25.000,'2018-04-23 05:45:45,,,,,,,,,,,,,,,,,32.62071797,0.541846447,HF,,32.62071797,0.541846447,,,,,,,,,,,,,,,,,,,,,,,test
SN2018ahz,,,AGN,,,,,,,,,,,,,,,,,,,,'2018-02-13 15:50:24.000,'2018-02-11 16:09:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018cmi,,,,,,,,,,,,,0h42m44.33s,41d16m07.5s,121.174405,-21.572936,-0.001001,SA(s)b         LINER,,,,,'2018-06-13 03:59:58.000,'2018-06-12 04:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018bek,IC 1129,, II,,,,,'15:32:01.550,+68:14:31.00,0.074,0.0074,S_F_2011,15h32m00.8379s,68d14m46.5252s,104.020242,42.505022,0.021815,Scd:,6540,10,6894,18,'2018-05-05 01:26:24.000,'2018-04-19 02:05:16,,,,,,,,,,,,,,,,,34.79122626,0.379475587,HF,,34.79122626,0.379475587,,,,,,,,,,,,,,,,,,,,,,,test
SN2018fhw,2ASX J04180598-6336523,,Ia,,ASASSN-18tb,5,,'04:18:06.149,-63:36:56.68,0.083,0.0083,S_F_2011,4h18m05.9803s,-63d36m52.358s,275.499568,-40.828735,0.042282,,12676,0,12740,26,'2018-08-21 07:26:24.000,'2018-08-15 09:36:00,done,,,,,,,,,,,,,,,,36.22824867,0.356071318,HF,,36.22824867,0.356071318,,,,,,,,,,,,,,,,,,,,,,,test
SN2018fek?,,,,,,,,,,,,,,,,,,,,,,,,,,nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018feb,CGCG 139-041,, Ia,,,7,,'17:10:11.160,+21:38:56.53,0.163,0.0163,S_F_2011,17h10m11.07s,21d38m58.4016s,42.864297,31.460725,0.014757,Sc,4424,18,4982,28,'2018-08-16 03:56:09.000,'2018-08-13 04:26:24,GI15,3,,,,,,,,,,,,,,,33.94241311,0.414814557,HF,,33.94241311,0.414814557,,,,,,,,,,,,,,,,,,,,,,,test
SN2018evk,,,II,0.03,,3,,'23:15:44.960,+06:54:39.70,0.295,0.0295,S_F_2011,,,,,,,,,,,'2018-08-08 14:06:43.000,'2018-08-06 14:42:43,KP,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018cni,GALEXASC J150122.78-101044.8,, Ia-pec,,,,,'15:01:22.830,-10:10:49.91,0.271,0.0271,S_F_2011,15h01m22.7806s,-10d10m44.8824s,347.542511,41.172604,,,,,,,'2018-06-13 13:31:30.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018bwo,,,LRN,,,,,,,,,,0h14m03.989s,-23d10m55.53s,55.903272,-80.671901,0.001558,SA(s)dm,467,0,491,6,'2018-05-22 22:16:19.000,'2018-05-16 08:23:59,,,,,,,,,,,,,,,,,29.05992192,2.16929649,HF,,29.05992192,2.16929649,,,,,,,,,,,,,,,,,,,,,,,test
SN2018bvt,,,,,,,,,,,,,12h22m39.66s,6d39m59.8212s,,,,,,,,,'2018-05-21 04:06:53.000,'2018-05-11 07:25:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018bsz,2ASX J16093905-3203443,,SLSN-I,,,27,,'16:09:39.100,-32:03:45.73,0.647,0.0647,S_F_2011,16h09m39.056s,-32d03m44.33s,344.66016,14.315092,0.026665,E,7994,45,8643,64,'2018-05-17 00:00:00.000,'2018-05-13 00:00:00,,3.9,,,,,,,,,,,,,,,35.22715824,0.370140431,HF,,35.22715824,0.370140431,,,,19,,,,,,,,,,,,,,,,,,,test
SN2018bto,,,,,,,,,,,,,0h42m44.33s,41d16m07.5s,121.174405,-21.572936,-0.001001,SA(s)b         LINER,,,,,'2018-05-18 04:14:29.000,'2018-05-17 05:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018bta,ESO 101-G20,, Ia,,,7,,'16:57:58.750,-62:43:53.70,0.354,0.0354,S_F_2011,16h57m58.5614s,-62d43m33.4474s,327.297913,-12.212058,0.019497,SAB(rs)bc,5845,10,6389,49,'2018-05-17 12:06:00.000,'2018-04-18 12:43:05,GI15,1.5,,,,,,,,,,,,,,,34.5472601,0.387178258,HF,,34.5472601,0.387178258,,,,,,,,,,,,,,,,,,,,,,,test
SN2018bsk,,,,,,,,,,,,,12h28m50.7439s,-1d56m21.0632s,291.435784,60.427306,0.008029,(R)SB(r)0/a,2407,10,2752,30,'2018-05-16 05:08:25.000,'2018-04-23 05:45:45,,,,,,,,,,,,,,,,,32.62071797,0.541846447,HF,,32.62071797,0.541846447,,,,,,,,,,,,,,,,,,,,,,,test
SN2018bgv,,,SL-I,,,14,,'11:02:30.290,+55:35:55.79,0.022,0.0022,S_F_2011,,,,,,,,,,,'2018-05-06 17:19:40.000,'2018-04-12 11:29:45,GI15,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018avk,,, Ic,,,2,,'13:11:27.748,+65:38:17.16,0.034,0.0034,S_F_2011,,,,,,,,,,,'2018-04-14 17:45:36.000,'2018-03-06 06:56:09,GI15,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018atq,,,SL-II,,,,,'11:47:04.120,+19:33:02.80,0.081,0.0081,S_F_2011,11h47m04.0382s,19d33m02.952s,236.699184,73.416321,,,,,,,'2018-04-11 14:46:04.000,,GI15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018aoz,NGC3923,,Ia,0.005801,DLT18q,4,,'11:51:01.830,-28:44:38.63,0.227,0.0227,S_F_2011,11h51m01.783s,-28d48m22.36s,287.2755041,32.2225472,0.005801,E4-5,1739,9,1641,29,'2018-04-02_07:24:57.000,'2018-03-29_15:02:52,,3,all6,,,,,,,11h51m01.694s,-28d48m21.66s,287.2755041,32.2225472,0.222,E4-5,Kaldare_etal_2003,31.64,0.14,SBF,2013AJ....146...86T,31.91483543,0.672240647,,,,17,,,,31.64,0.14,2013AJ....146...86T,,,,,,,,,,,,,test
SN2018aad,GALEXASC J035801.64-653024.6,,II-pec,,,,,'03:58:01.498,-65:30:24.50,0.143,0.0143,S_F_2011,3h58m01.7148s,-65d30m24.7752s,279.026741,-41.931622,,,,,,,'2018-03-05 01:55:12.000,'2018-03-04 01:55:12,,,,old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-18gq,ESO 325-G11,,,0.001818,,12,,'13:45:04.000,-41:52:25.00,0.239,0.0239,S_F_2011,13h45m00.7s,-41d51m37s,313.503743,19.908374,0.001818,IB(s)m,545,2,325,15,,,GI15,3.2,,,,,,,,,,,,,,,29.39532003,1.867517046,HF,,29.39532003,1.867517046,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-18ge,,,Ib,0.01814,,2,,,,,,,,,,,,,,,,,,,GI15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018zz,NGC 5419,,Ia,0.013763,ATLAS18mlg_ASASSN-18en,12,,'14:03:39.043,-33:58:42.80,0.195,0.0195,S_F_2011,14h03m38.771s,-33d58m42.2s,319.6246768,26.5421009,0.013763,E,4126,15,4161,24,'2018-03-03 22:04:48.000,'2018-03-02 08:05:12,done,2,,,,,,,,,,,,,,,33.79098364,0.423833363,HF,,33.79098364,0.423833363,,,,4,,,,,,,,,,,,,,,,,,,test
ASASSN-18da,GALEXASC J032916.48-235840.2,,Ia,0.02,,19,,'03:29:16.648,-23:58:43.11,0.056,0.0056,S_F_2011,3h29m16.62s,-23d58m39.1836s,216.872571,-54.403775,,,,,,,,,done,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-18bt,,,Ia,0.010981,,20,,,,,,,,,,,,,,,,,,,done,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-18ap,,,II,0.037503,,18,,,,,,,,,,,,,,,,,,,GI15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-18an,,,Ia,0.017906,,9,,,,,,,,,,,,,,,,,,,done,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018bbl,,,,,,,,,,,,,,,,,,,,,,,,,GI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2018zr,,,TDE,,,,,,,,,,,,,,,,,,,,'2018-03-02 07:48:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2018zd,NGC 2146,,IIn,0.002979,,31,,'06:18:03.180,+78:22:00.90,0.258,0.0258,S_F_2011,6h18m37.71s,78d21m25.27s,135.653411,24.896351,0.002979,SB(s)ab p; HII;LIRG,893,4,1219,16,'2018-03-02 11:40:16.000,,GI15,3,,,58178.39,,Zhang_etal_2020 https://ui.adsabs.harvard.edu/abs/2020NRAS.498...84Z/abstract,,,,,,,,,,30.46759481,1.172631041,HF,Zhang_etal_2020,30.46759481,1.172631041,,,,22,,,,,,,,,,,,,,,,,,,test
SN2018yu,NGC 1888,,Ia,0.008112,,16,,'05:22:32.360,-11:29:13.87,0.408,0.0408,S_F_2011,5h22m34.442s,-11d29m58.34s,213.467661,-24.875775,0.008112,SB(s)c pec,2432,5,2418,12,'2018-03-01 05:21:07.000,'2018-02-27 14:47:02,done,4,,,,,,,,,,,,,,,32.64315537,0.53827632,HF,,32.64315537,0.53827632,,,,,,,,,,,,,,,,,,,,,,,test
SN2018xx,NGC 4767,,Ia,0.00999,,17,,'12:53:48.238,-39:41:49.16,0.286,0.0286,S_F_2011,12h53m52.954s,-39d42m51.67s,303.443205,23.155065,0.00999,E,2995,6,4345,103,'2018-02-21 09:10:04.000,'2018-02-11 07:32:09,done,20,,,,,,,,,,,,,,,33.09532165,0.481815333,HF,,33.09532165,0.481815333,,,,,,,,,,,,,,,,,,,,,,,test
SN2018pv,NGC 3941,,Ia,0.003102,,13?,,'11:52:55.763,+36:59:10.36,0.057,0.0057,S_F_2011,11h52m55.36s,36d59m10.96s,170.717701,74.193943,0.003102,SB(s)00      Sy2,930,5,1291,20,'2018-02-03 15:09:07.000,'2018-01-25 16:06:55,done,5,,,,,,,,,,,,,,,30.55575226,1.130260557,HF,,30.55575226,1.130260557,,,,,,,,,,,,,,,,,,,,,,,test
SN2018pc,UGC 5049,,Ia,0.009,,8,,'09:28:55.170,+49:14:17.30,0.039,0.0039,S_F_2011,9h28m55.371s,49d14m18.31s,169.059386,45.560121,0.009083,Scd:,2723,6,3072,17,'2018-02-03 18:00:00.000,,done,4,,,,,,,,,,,,,,,32.88857572,0.505520867,HF,,32.88857572,0.505520867,,,,,,,,,,,,,,,,,,,,,,,test
SN2018kp,NGC 3367,,Ia,0.010142,,13,,'10:46:33.060,+13:44:31.00,0.077,0.0077,S_F_2011,10h46m34.9541s,13d45m03.0841s,231.311002,57.965049,0.010142,SB(rs)c;LINER  Sy,3040,7,3477,30,'2018-01-24 08:42:06.000,'2018-01-14 09:01:28,done,3,,,,,,,,,,,,,,,33.12770544,0.478437243,HF,,33.12770544,0.478437243,,,,,,,,,,,,,,,,,,,,,,,test
SN2018is,NGC 5054,,II,0.005811,,4,,'13:16:57.35,-16:37:04.43,0.221,0.0221,S_F_2011,13h16m58.488s,-16d38m05.46s,311.722433,45.800585,0.005811,SA(s)bc;BrClG,1742,2,1817,28,'2018-01-20 15:25:55.000,'2017-07-27 02:25:26,GI15,3,,,x,,,,,,,,,,,,31.91857827,0.670919412,HF,,31.91857827,0.670919412,,,,5,,,,,,,,,,,,,,,,,,,test
SN2018gv,NGC 2525,,Ia,0.005274,,29,,'08:05:34.610,-11:26:16.30,0.155,0.0155,S_F_2011,8h05m38.0399s,-11d25m37.3352s,231.851164,10.787606,0.005274,SB(s)c         HII,1581,5,1669,22,'2018-01-15 16:21:06.000,,done,3,,,,,,,,,,,,,,,31.70799687,0.721722639,HF,,31.70799687,0.721722639,,,,,,,,,,,,,,,,,,,,,,,test
SN2018gk,WISE J163554.27+400151.8,,II,0.031,ASASSN-18am,,,'16:35:53.908,+40:01:58.31,0.027,0.0027,S_F_2011,16h35m54.354s,40d01m51.47s,63.65609,42.314853,0.031009,,9296,23,9767,29,'2018-01-13 15:21:36.000,'2018-01-10 15:36:00,done,,,https://ui.adsabs.harvard.edu/abs/2020arXiv200700008B/abstract,x,,,,,,,,,,,,35.55481809,0.363714577,HF,,35.55481809,0.363714577,,,,,,,,,,,,,,,,,,,,,,,
SN2018gj,NGC 6217,,IIb,0.004543,,5,,'16:32:02.305,+78:12:40.94,0.117,0.0117,S_F_2011,16h32m39.2277s,78d11m53.4688s,111.316503,33.3643,0.004543,(R)SB(rs)bc;HIISy2,1362,4,1775,19,'2018-01-14 09:49:23.000,'2018-01-04 10:20:54,GI15,2,,,,,,,,,,,,,,,31.38422306,0.812311314,HF,,31.38422306,0.812311314,,,,,,,,,,,,,,,,,,,,,,,test
SN2018co,,,,,,,,,,,,,,,,,,,,,,,,,GI15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2018bi,UGC 1792,,Ia,0.01668,,4,,'02:19:53.280,+29:02:02.70,0.24,0.024,S_F_2011,2h19m52.7144s,29d02m10.3962s,145.258598,-29.9727,0.016635,SAB(r)c,4987,10,4853,21,'2018-01-07 19:45:07.000,'2017-11-22 22:29:16,done,3,,,,,,,,,,,,,,,34.20253436,0.401089276,HF,,34.20253436,0.401089276,,,,,,,,,,,,,,,,,,,,,,,test
SN2018afm,UGC 4139,,II?,0.016291,,3,,'07:59:25.030,+16:25:35.40,0.095,0.0095,S_F_2011,7h59m23.628s,16d25m16.34s,205.246036,22.231033,0.016308,SA(s)c,4889,6,5083,17,'2018-03-13 03:19:35.000,'2018-03-05 03:49:20,GI15,5,,,,? - possibly 217.66,Not sure what the JD' for the tr is on page 8,,,,,,,,,,34.1594377,0.403035812,HF,,34.1594377,0.403035812,,,,,,,,,,,,,,,,,,,,,,,test
SN2017lf,NGC 1233,,Ia,0.01464,,6,,'03:12:33.600,+39:19:15.30,0.409,0.0409,S_F_2011,3h12m33.107s,39d19m08.17s,150.608178,-15.851762,0.01464,Sb,4389,7,4314,18,'2017-01-22 14:09:36.000,,GI15,7,,,,,,,,,,,,,,,33.92516542,0.415378132,HF,,33.92516542,0.415378132,,,,,,,,,,,,,,,,,,,,,,,test
SN2017jmk,NGC 7541,,II,0.00947,,1,,'23:14:45.100,+04:31:51.10,0.181,0.0181,S_F_2011,23h14m43.857s,4d32m02.04s,82.844188,-50.654291,0.008969,SB(rs)bc: pec  HII,2689,5,2736,17,'2017-12-31 01:57:14.000,'2017-12-16 01:24:29,GI15,4,,,x,,,,,,,,,,,,32.86129153,0.508869829,HF,,32.86129153,0.508869829,,,,,,,,,,,,,,,,,,,,,,,test
SN2017jl,,,Ia,0.016331,,9,,'00:57:31.900,+30:11:06.83,0.198,0.0198,S_F_2011,,,,,,,,,,,'2017-01-16 05:16:48.000,'2017-01-08 07:13:26,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2017jd,IC 5334,,Ia,0.007368,,3,,'23:34:36.470,-04:32:04.32,0.111,0.0111,S_F_2011,23h34m36.4277s,-4d32m03.3484s,80.510206,-60.910522,0.007368,(R')Sa?,2209,4,2245,14,'2017-01-09 05:08:09.000,,,2,,,,,,,,,,,,,,,32.4343161,0.570593264,HF,,32.4343161,0.570593264,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-17ri,,,Ia,0.019417,,13,,,,,,,,,,,,,,,,,,,done,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2017jbj,NGC 259,,CC,0.013492,,1,,'00:48:05.420,-02:47:22.40,0.12,0.012,S_F_2011,0h48m03.281s,-2d46m31.01s,120.883938,-65.633633,0.013492,Sbc: sp        HII,4045,6,3949,16,'2017-12-20 11:22:29.000,,GI15,2,,,58104.1,0.5,deJaeger_etal_2019 https://ui.adsabs.harvard.edu/abs/2019NRAS.490.2799D/abstract,SNID,,,,,,,,,33.74793015,0.426304359,HF,deJaeger_etal_2019,33.74793015,0.426304359,,,,,,,,,,,,,,,,,,,,,,,test
SN2017jav,CGCG 285-013,,Ia,0.01517,,0,,'07:02:55.500,+62:46:21.00,0.146,0.0146,S_F_2011,7h02m54.7001s,62d46m10.9992s,153.268324,25.203182,0.01517,SB?,4548,50,4711,51,'2017-12-19 05:49:56.000,'2017-12-13 07:25:20,done,1,,,,,,,,,,,,,,,34.0024398,0.414645299,HF,,34.0024398,0.414645299,,,,0,,,,,,,,,,,,,,,,,,,test
SN2017izu,IC 4352,,Ia,0.016915,,11,,'13:58:26.266,-34:30:57.93,0.229,0.0229,S_F_2011,13h58m25.126s,-34d31m02.47s,318.293867,26.348462,0.016915,Sab:,5071,26,6304,99,'2017-12-14 23:26:52.000,'2017-08-24 15:10:04,done,3,,,,,,,,,,,,,,,34.23880557,0.400135254,HF,,34.23880557,0.400135254,,,,,,,,,,,,,,,,,,,,,,,test
SN2017iyb,ESO 425-G10,,Ia,0.010108,,16,,'06:08:56.810,-27:47:44.98,0.082,0.0082,S_F_2011,6h08m57.4589s,-27d48m06.7828s,234.336055,-20.963987,0.010108,SB(s)dm,3030,10,3064,23,'2017-12-16 10:43:40.000,'2017-12-12 11:41:16,done,3,,,,,,,,,,,,,,,33.12055066,0.479330115,HF,,33.12055066,0.479330115,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-17qz,,,Ia,0.017,,5,,,,,,,,,,,,,,,,,,,done,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-17qg,,,Ia,0.01933,,3,,,,,,,,,,,,,,,,,,,done,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-17pk,,,Ia,0.013493,,1,,,,,,,,,,,,,,,,,,,a,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2017ivu,NGC 5962,,IIP,0.006528,,3,,'15:36:32.700,+16:36:19.40,0.146,0.0146,S_F_2011,15h36m31.6809s,16d36m27.929s,26.251549,50.472821,0.006528,SA(r)c         HII,1957,2,2499,24,'2017-12-11 20:34:32.000,,GI15,5,,,,,,,,,,,,,,,32.17129165,0.617815735,HF,,32.17129165,0.617815735,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-17pg,,,Ia,0.005624,,9,,,,,,,,,,,,,,,,,,,a,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2017iji,NGC 4174,, Ia,,,,,'12:12:26.894,+29:08:57.15,0.056,0.0056,S_F_2011,12h12m26.8874s,29d08m57.1599s,197.429394,81.173305,0.013493,S0,4045,19,4590,33,'2017-11-20 15:21:36.000,'2017-11-04 15:21:36,,,,,,,,,,,,,,,,,33.74793015,0.426886382,HF,,33.74793015,0.426886382,,,,,,,,,,,,,,,,,,,,,,,
SN2017igf,NGC 3901,, Ia,,,,,'11:42:49.672,+77:22:13.00,0.142,0.0142,S_F_2011,11h42m49.819s,77d22m21.24s,127.698215,39.113723,0.005624,Scd:,1686,18,2079,25,'2017-11-18 14:09:36.000,'2017-11-10 11:45:36,,,,,,,,,,,,,,,,,31.84762537,0.689350338,HF,,31.84762537,0.689350338,,,,,,,,,,,,,,,,,,,,,,,
SN2017hpa,UGC 3122,,Ia,0.015654,,14,,'04:39:50.750,+07:03:54.90,0.479,0.0479,S_F_2011,4h39m51.465s,7d03m18.63s,189.852475,-25.067544,0.015654,SAB(rs)c,4693,7,4595,8,'2017-10-25 08:18:16.000,'2017-10-13 10:23:07,done,7,,,,,,,,,,,,,,,34.07059029,0.407459681,HF,,34.07059029,0.407459681,,,,,,,,,,,,,,,,,,,,,,,test
SN2017hoq,,,Ia,0.02,,8,,'05:19:20.290,-17:36:41.72,0.199,0.0199,S_F_2011,,,,,,,,,,,'2017-10-21 13:13:26.000,'2017-10-21 13:10:33,done,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
SN2017hjy,,,Ia,0.007,,13,,'02:36:02.560,+43:28:19.51,0.239,0.0239,S_F_2011,,,,,,,,,,,'2017-10-14 11:55:40.000,'2017-09-30 13:09:07,done,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-17ng,,,Ia,0.016151,,9,,,,,,,,,,,,,,,,,,,done,7,,,,,,,,,,,,,,,,,,,,,,,,,,,Jones_etal_HSTobs_pending,,,,,,,,,,,,,,,,test
SN2017hjw,UGC 3245,,Ia,0.016161,,13,,'05:08:43.990,+70:28:32.28,0.364,0.0364,S_F_2011,5h08m40.576s,70d28m48.23s,141.337112,17.509452,0.016161,SAB(s)c,4845,7,4961,17,'2017-10-14 13:46:33.000,'2017-10-12 14:39:50,done,3,,,,,,,,,,,,,,,34.13980642,0.403999672,HF,,34.13980642,0.403999672,,,,,,,,,,,,,,,,,,,,,,,test
SN2017hle,NGC 383,,Ia-91bg,0.015701,,9,,'01:07:33.060,+32:24:30.00,0.16,0,"Brown_walker_2020,S_F_2011",1h07m24.9587s,32d24m45.214s,126.8390531,-30.3378955,0.017005,SA0-:;BrClG;Sy LERG,5098,12,4996,25,'2017-10-18 16:25:32.000,'2017-09-22 18:06:41,done,6,,,,,,,,,,,,,,,34.25033667,0.398972069,HF,,34.25033667,0.398972069,,,,,,,,,,,,,,,,,,,,,,,test
SN2017hgz,NGC 7130,, Ia,,,,,'21:48:20.114,-34:57:10.40,0.077,0.0077,S_F_2011,21h48m19.49s,-34d57m04.73s,9.9433508,-50.3523722,0.016151,Sa pec;LINER;Sy2;HII,4842,15,5016,23,'2017-10-10 00:28:48.000,'2017-10-05 04:33:36,,,,,,,,,,,,,,,,,34.13846144,0.404297265,HF,,34.13846144,0.404297265,,,,,,,,,,,,,,,,,,,,,,,
SN2017hbj,ESO 84-G21,,II,0.017422,,3,,'04:31:07.680,-63:19:11.10,0.093,0.0093,S_F_2011,4h31m08.3191s,-63d19m25.1384s,274.464287,-39.572301,0.017422,SAB(r)b,5223,78,5355,83,'2017-10-03 01:31:41.000,'2017-09-22 10:27:08,GI15,2,,,x,,http://www.astronomerstelegram.org/?read=10836,,,,,,,,,,34.30293765,0.403479982,HF,,34.30293765,0.403479982,,,,,,,,,,,,,,,,,,,,,,,test
ASASSN-17mz,,,Ia,0.0161,,14,,,,,,,,,,,,,,,,,,,done,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
