# based on SN2011fe
# The UV and optical spectra are from HST  with a blackbody extension. 
      60520.0  4.46833e-17
      60540.0  4.46256e-17
      60560.0  4.45679e-17
      60580.0  4.45104e-17
      60600.0  4.44529e-17
      60620.0  4.43956e-17
      60640.0  4.43383e-17
      60660.0  4.42811e-17
      60680.0  4.42240e-17
      60700.0  4.41671e-17
      60720.0  4.41102e-17
      60740.0  4.40534e-17
      60760.0  4.39966e-17
      60780.0  4.39400e-17
      60800.0  4.38835e-17
      60820.0  4.38270e-17
      60840.0  4.37707e-17
      60860.0  4.37144e-17
      60880.0  4.36583e-17
      60900.0  4.36022e-17
      60920.0  4.35462e-17
      60940.0  4.34903e-17
      60960.0  4.34345e-17
      60980.0  4.33788e-17
      61000.0  4.33231e-17
      61020.0  4.32676e-17
      61040.0  4.32121e-17
      61060.0  4.31568e-17
      61080.0  4.31015e-17
      61100.0  4.30463e-17
      61120.0  4.29912e-17
      61140.0  4.29362e-17
      61160.0  4.28813e-17
      61180.0  4.28264e-17
      61200.0  4.27717e-17
      61220.0  4.27170e-17
      61240.0  4.26625e-17
      61260.0  4.26080e-17
      61280.0  4.25536e-17
      61300.0  4.24993e-17
      61320.0  4.24450e-17
      61340.0  4.23909e-17
      61360.0  4.23369e-17
      61380.0  4.22829e-17
      61400.0  4.22290e-17
      61420.0  4.21752e-17
      61440.0  4.21215e-17
      61460.0  4.20679e-17
      61480.0  4.20143e-17
      61500.0  4.19609e-17
      61520.0  4.19075e-17
      61540.0  4.18542e-17
      61560.0  4.18010e-17
      61580.0  4.17479e-17
      61600.0  4.16949e-17
      61620.0  4.16419e-17
      61640.0  4.15891e-17
      61660.0  4.15363e-17
      61680.0  4.14836e-17
      61700.0  4.14310e-17
      61720.0  4.13785e-17
      61740.0  4.13260e-17
      61760.0  4.12737e-17
      61780.0  4.12214e-17
      61800.0  4.11692e-17
      61820.0  4.11171e-17
      61840.0  4.10651e-17
      61860.0  4.10131e-17
      61880.0  4.09612e-17
      61900.0  4.09094e-17
      61920.0  4.08577e-17
      61940.0  4.08061e-17
      61960.0  4.07546e-17
      61980.0  4.07031e-17
      62000.0  4.06518e-17
      62020.0  4.06005e-17
      62040.0  4.05492e-17
      62060.0  4.04981e-17
      62080.0  4.04471e-17
      62100.0  4.03961e-17
      62120.0  4.03452e-17
      62140.0  4.02944e-17
      62160.0  4.02436e-17
      62180.0  4.01930e-17
      62200.0  4.01424e-17
      62220.0  4.00919e-17
      62240.0  4.00415e-17
      62260.0  3.99912e-17
      62280.0  3.99409e-17
      62300.0  3.98907e-17
      62320.0  3.98406e-17
      62340.0  3.97906e-17
      62360.0  3.97407e-17
      62380.0  3.96908e-17
      62400.0  3.96410e-17
      62420.0  3.95913e-17
      62440.0  3.95417e-17
      62460.0  3.94921e-17
      62480.0  3.94427e-17
      62500.0  3.93933e-17
      62520.0  3.93439e-17
      62540.0  3.92947e-17
      62560.0  3.92455e-17
      62580.0  3.91964e-17
      62600.0  3.91474e-17
      62620.0  3.90985e-17
      62640.0  3.90496e-17
      62660.0  3.90009e-17
      62680.0  3.89522e-17
      62700.0  3.89035e-17
      62720.0  3.88550e-17
      62740.0  3.88065e-17
      62760.0  3.87581e-17
      62780.0  3.87098e-17
      62800.0  3.86615e-17
      62820.0  3.86133e-17
      62840.0  3.85652e-17
      62860.0  3.85172e-17
      62880.0  3.84692e-17
      62900.0  3.84214e-17
      62920.0  3.83736e-17
      62940.0  3.83258e-17
      62960.0  3.82782e-17
      62980.0  3.82306e-17
      63000.0  3.81831e-17
      63020.0  3.81357e-17
      63040.0  3.80883e-17
      63060.0  3.80410e-17
      63080.0  3.79938e-17
      63100.0  3.79467e-17
      63120.0  3.78996e-17
      63140.0  3.78526e-17
      63160.0  3.78057e-17
      63180.0  3.77588e-17
      63200.0  3.77121e-17
      63220.0  3.76653e-17
      63240.0  3.76187e-17
      63260.0  3.75722e-17
      63280.0  3.75257e-17
      63300.0  3.74793e-17
      63320.0  3.74329e-17
      63340.0  3.73866e-17
      63360.0  3.73404e-17
      63380.0  3.72943e-17
      63400.0  3.72483e-17
      63420.0  3.72023e-17
      63440.0  3.71564e-17
      63460.0  3.71105e-17
      63480.0  3.70647e-17
      63500.0  3.70190e-17
      63520.0  3.69734e-17
      63540.0  3.69278e-17
      63560.0  3.68823e-17
      63580.0  3.68369e-17
      63600.0  3.67916e-17
      63620.0  3.67463e-17
      63640.0  3.67011e-17
      63660.0  3.66559e-17
      63680.0  3.66108e-17
      63700.0  3.65658e-17
      63720.0  3.65209e-17
      63740.0  3.64760e-17
      63760.0  3.64312e-17
      63780.0  3.63865e-17
      63800.0  3.63418e-17
      63820.0  3.62973e-17
      63840.0  3.62527e-17
      63860.0  3.62083e-17
      63880.0  3.61639e-17
      63900.0  3.61196e-17
      63920.0  3.60753e-17
      63940.0  3.60311e-17
      63960.0  3.59870e-17
      63980.0  3.59430e-17
      64000.0  3.58990e-17
      64020.0  3.58551e-17
      64040.0  3.58112e-17
      64060.0  3.57674e-17
      64080.0  3.57237e-17
      64100.0  3.56801e-17
      64120.0  3.56365e-17
      64140.0  3.55930e-17
      64160.0  3.55495e-17
      64180.0  3.55061e-17
      64200.0  3.54628e-17
      64220.0  3.54196e-17
      64240.0  3.53764e-17
      64260.0  3.53333e-17
      64280.0  3.52902e-17
      64300.0  3.52472e-17
      64320.0  3.52043e-17
      64340.0  3.51615e-17
      64360.0  3.51187e-17
      64380.0  3.50760e-17
      64400.0  3.50333e-17
      64420.0  3.49907e-17
      64440.0  3.49482e-17
      64460.0  3.49057e-17
      64480.0  3.48633e-17
      64500.0  3.48210e-17
      64520.0  3.47787e-17
      64540.0  3.47365e-17
      64560.0  3.46943e-17
      64580.0  3.46523e-17
      64600.0  3.46102e-17
      64620.0  3.45683e-17
      64640.0  3.45264e-17
      64660.0  3.44846e-17
      64680.0  3.44428e-17
      64700.0  3.44011e-17
      64720.0  3.43595e-17
      64740.0  3.43179e-17
      64760.0  3.42764e-17
      64780.0  3.42349e-17
      64800.0  3.41935e-17
      64820.0  3.41522e-17
      64840.0  3.41110e-17
      64860.0  3.40698e-17
      64880.0  3.40286e-17
      64900.0  3.39875e-17
      64920.0  3.39465e-17
      64940.0  3.39056e-17
      64960.0  3.38647e-17
      64980.0  3.38239e-17
      65000.0  3.37831e-17
      65020.0  3.37424e-17
      65040.0  3.37018e-17
      65060.0  3.36612e-17
      65080.0  3.36207e-17
      65100.0  3.35802e-17
      65120.0  3.35398e-17
      65140.0  3.34994e-17
      65160.0  3.34592e-17
      65180.0  3.34190e-17
      65200.0  3.33788e-17
      65220.0  3.33387e-17
      65240.0  3.32987e-17
      65260.0  3.32587e-17
      65280.0  3.32188e-17
      65300.0  3.31789e-17
      65320.0  3.31391e-17
      65340.0  3.30994e-17
      65360.0  3.30597e-17
      65380.0  3.30201e-17
      65400.0  3.29805e-17
      65420.0  3.29410e-17
      65440.0  3.29016e-17
      65460.0  3.28622e-17
      65480.0  3.28229e-17
      65500.0  3.27836e-17
      65520.0  3.27444e-17
      65540.0  3.27053e-17
      65560.0  3.26662e-17
      65580.0  3.26271e-17
      65600.0  3.25882e-17
      65620.0  3.25493e-17
      65640.0  3.25104e-17
      65660.0  3.24716e-17
      65680.0  3.24329e-17
      65700.0  3.23942e-17
      65720.0  3.23556e-17
      65740.0  3.23170e-17
      65760.0  3.22785e-17
      65780.0  3.22400e-17
      65800.0  3.22016e-17
      65820.0  3.21633e-17
      65840.0  3.21250e-17
      65860.0  3.20868e-17
      65880.0  3.20486e-17
      65900.0  3.20105e-17
      65920.0  3.19725e-17
      65940.0  3.19345e-17
      65960.0  3.18965e-17
      65980.0  3.18586e-17
      66000.0  3.18208e-17
      66020.0  3.17830e-17
      66040.0  3.17453e-17
      66060.0  3.17077e-17
      66080.0  3.16701e-17
      66100.0  3.16325e-17
      66120.0  3.15950e-17
      66140.0  3.15576e-17
      66160.0  3.15202e-17
      66180.0  3.14829e-17
      66200.0  3.14456e-17
      66220.0  3.14084e-17
      66240.0  3.13712e-17
      66260.0  3.13341e-17
      66280.0  3.12971e-17
      66300.0  3.12601e-17
      66320.0  3.12231e-17
      66340.0  3.11862e-17
      66360.0  3.11494e-17
      66380.0  3.11126e-17
      66400.0  3.10759e-17
      66420.0  3.10392e-17
      66440.0  3.10026e-17
      66460.0  3.09661e-17
      66480.0  3.09295e-17
      66500.0  3.08931e-17
      66520.0  3.08567e-17
      66540.0  3.08203e-17
      66560.0  3.07840e-17
      66580.0  3.07478e-17
      66600.0  3.07116e-17
      66620.0  3.06755e-17
      66640.0  3.06394e-17
      66660.0  3.06034e-17
      66680.0  3.05674e-17
      66700.0  3.05315e-17
      66720.0  3.04956e-17
      66740.0  3.04598e-17
      66760.0  3.04240e-17
      66780.0  3.03883e-17
      66800.0  3.03527e-17
      66820.0  3.03171e-17
      66840.0  3.02815e-17
      66860.0  3.02460e-17
      66880.0  3.02105e-17
      66900.0  3.01751e-17
      66920.0  3.01398e-17
      66940.0  3.01045e-17
      66960.0  3.00693e-17
      66980.0  3.00341e-17
      67000.0  2.99989e-17
      67020.0  2.99638e-17
      67040.0  2.99288e-17
      67060.0  2.98938e-17
      67080.0  2.98589e-17
      67100.0  2.98240e-17
      67120.0  2.97892e-17
      67140.0  2.97544e-17
      67160.0  2.97196e-17
      67180.0  2.96850e-17
      67200.0  2.96503e-17
      67220.0  2.96157e-17
      67240.0  2.95812e-17
      67260.0  2.95467e-17
      67280.0  2.95123e-17
      67300.0  2.94779e-17
      67320.0  2.94436e-17
      67340.0  2.94093e-17
      67360.0  2.93751e-17
      67380.0  2.93409e-17
      67400.0  2.93068e-17
      67420.0  2.92727e-17
      67440.0  2.92387e-17
      67460.0  2.92047e-17
      67480.0  2.91708e-17
      67500.0  2.91369e-17
      67520.0  2.91030e-17
      67540.0  2.90693e-17
      67560.0  2.90355e-17
      67580.0  2.90018e-17
      67600.0  2.89682e-17
      67620.0  2.89346e-17
      67640.0  2.89011e-17
      67660.0  2.88676e-17
      67680.0  2.88341e-17
      67700.0  2.88007e-17
      67720.0  2.87674e-17
      67740.0  2.87341e-17
      67760.0  2.87008e-17
      67780.0  2.86676e-17
      67800.0  2.86345e-17
      67820.0  2.86014e-17
      67840.0  2.85683e-17
      67860.0  2.85353e-17
      67880.0  2.85023e-17
      67900.0  2.84694e-17
      67920.0  2.84366e-17
      67940.0  2.84037e-17
      67960.0  2.83710e-17
      67980.0  2.83382e-17
      68000.0  2.83056e-17
      68020.0  2.82729e-17
      68040.0  2.82403e-17
      68060.0  2.82078e-17
      68080.0  2.81753e-17
      68100.0  2.81429e-17
      68120.0  2.81105e-17
      68140.0  2.80781e-17
      68160.0  2.80458e-17
      68180.0  2.80136e-17
      68200.0  2.79813e-17
      68220.0  2.79492e-17
      68240.0  2.79171e-17
      68260.0  2.78850e-17
      68280.0  2.78530e-17
      68300.0  2.78210e-17
      68320.0  2.77890e-17
      68340.0  2.77572e-17
      68360.0  2.77253e-17
      68380.0  2.76935e-17
      68400.0  2.76618e-17
      68420.0  2.76301e-17
      68440.0  2.75984e-17
      68460.0  2.75668e-17
      68480.0  2.75352e-17
      68500.0  2.75037e-17
      68520.0  2.74722e-17
      68540.0  2.74408e-17
      68560.0  2.74094e-17
      68580.0  2.73780e-17
      68600.0  2.73467e-17
      68620.0  2.73155e-17
      68640.0  2.72843e-17
      68660.0  2.72531e-17
      68680.0  2.72220e-17
      68700.0  2.71909e-17
      68720.0  2.71599e-17
      68740.0  2.71289e-17
      68760.0  2.70979e-17
      68780.0  2.70670e-17
      68800.0  2.70362e-17
      68820.0  2.70053e-17
      68840.0  2.69746e-17
      68860.0  2.69439e-17
      68880.0  2.69132e-17
      68900.0  2.68825e-17
      68920.0  2.68519e-17
      68940.0  2.68214e-17
      68960.0  2.67909e-17
      68980.0  2.67604e-17
      69000.0  2.67300e-17
      69020.0  2.66996e-17
      69040.0  2.66693e-17
      69060.0  2.66390e-17
      69080.0  2.66087e-17
      69100.0  2.65785e-17
      69120.0  2.65484e-17
      69140.0  2.65182e-17
      69160.0  2.64882e-17
      69180.0  2.64581e-17
      69200.0  2.64281e-17
      69220.0  2.63982e-17
      69240.0  2.63683e-17
      69260.0  2.63384e-17
      69280.0  2.63086e-17
      69300.0  2.62788e-17
      69320.0  2.62491e-17
      69340.0  2.62194e-17
      69360.0  2.61897e-17
      69380.0  2.61601e-17
      69400.0  2.61305e-17
      69420.0  2.61010e-17
      69440.0  2.60715e-17
      69460.0  2.60421e-17
      69480.0  2.60127e-17
      69500.0  2.59833e-17
      69520.0  2.59540e-17
      69540.0  2.59247e-17
      69560.0  2.58955e-17
      69580.0  2.58663e-17
      69600.0  2.58371e-17
      69620.0  2.58080e-17
      69640.0  2.57789e-17
      69660.0  2.57499e-17
      69680.0  2.57209e-17
      69700.0  2.56919e-17
      69720.0  2.56630e-17
      69740.0  2.56342e-17
      69760.0  2.56053e-17
      69780.0  2.55765e-17
      69800.0  2.55478e-17
      69820.0  2.55191e-17
      69840.0  2.54904e-17
      69860.0  2.54618e-17
      69880.0  2.54332e-17
      69900.0  2.54047e-17
      69920.0  2.53761e-17
      69940.0  2.53477e-17
      69960.0  2.53193e-17
